panel,lambda_objective,alternative_id,spotis_D0,spotis_D_lower,spotis_D_upper
B,0.52,A4,0.38995868702526076,0.3786272838437415,0.39936404432243816
B,0.52,A5,0.33439799621934785,0.32517606779958574,0.3421588621758455
B,0.53,A1,0.4014721903115618,0.3925961772210428,0.4075504873162453
B,0.53,A2,0.4584157980543037,0.45114869829019316,0.46435023498699873
B,0.53,A3,0.5577421468195223,0.5428639580950301,0.5690880525241425
B,0.53,A4,0.3895719662143789,0.37824011340779895,0.39897142185392104
B,0.53,A5,0.33410185888539257,0.32487434192525716,0.3418661264620074
B,0.54,A1,0.40168079030951975,0.39281211097105256,0.4077523434968095
B,0.54,A2,0.45936130170316763,0.452099488638513,0.4652976179293906
B,0.54,A3,0.5573872745194349,0.5425313309650591,0.5687287147644724
B,0.54,A4,0.389185245403497,0.37785294297185634,0.3985787993854038
B,0.54,A5,0.33380572155143723,0.3245726160509287,0.3415733907481693
B,0.55,A1,0.40188939030747767,0.39302804472106245,0.40795419967737356
B,0.55,A2,0.46030680535203183,0.4530502789868332,0.4662450008717828
B,0.55,A3,0.5570324022193476,0.5421987038350882,0.5683693770048025
B,0.55,A4,0.3887985245926151,0.3774657725359138,0.39818617691688657
B,0.55,A5,0.33350958421748206,0.3242708901766001,0.34128065503433114
B,0.56,A1,0.40209799030543575,0.3932439784710722,0.4081560558579377
B,0.56,A2,0.4612523090008957,0.45400106933515305,0.4671923838141746
B,0.56,A3,0.5566775299192601,0.541866076705117,0.5680100392451326
B,0.56,A4,0.38841180378173334,0.3770786020999712,0.39779355444836945
B,0.56,A5,0.3332134468835267,0.3239691643022716,0.34098791932049294
B,0.5700000000000001,A1,0.40230659030339366,0.39345991222108206,0.40835791203850186
B,0.5700000000000001,A2,0.4621978126497596,0.45495185968347307,0.46813976675656654
B,0.5700000000000001,A3,0.5563226576191728,0.5415334495751462,0.5676507014854624
B,0.5700000000000001,A4,0.38802508297085136,0.3766914316640286,0.39740093197985227
B,0.5700000000000001,A5,0.3329173095495713,0.323667438427943,0.3406951836066548
B,0.58,A1,0.4025151903013515,0.3936758459710918,0.40855976821906587
B,0.58,A2,0.4631433162986236,0.455902650031793,0.4690871496989585
B,0.58,A3,0.5559677853190855,0.5412008224451751,0.5672913637257925
B,0.58,A4,0.38763836215996944,0.3763042612280861,0.3970083095113349
B,0.58,A5,0.3326211722156161,0.32336571255361446,0.3404024478928167
B,0.59,A1,0.4027237902993096,0.3938917797211016,0.40876162439963004
B,0.59,A2,0.4640888199474875,0.456853440380113,0.4700345326413504
B,0.59,A3,0.5556129130189981,0.5408681953152041,0.5669320259661224
B,0.59,A4,0.3872516413490876,0.3759170907921434,0.3966156870428178
B,0.59,A5,0.3323250348816607,0.3230639866792858,0.3401097121789785
B,0.6,A1,0.4029323902972676,0.39410771347111134,0.4089634805801941
B,0.6,A2,0.4650343235963516,0.45780423072843307,0.4709819155837425
B,0.6,A3,0.5552580407189108,0.5405355681852329,0.5665726882064525
B,0.6,A4,0.3868649205382057,0.3755299203562008,0.3962230645743006
B,0.6,A5,0.3320288975477055,0.3227622608049573,0.3398169764651404
B,0.61,A1,0.40314099029522554,0.3943236472211212,0.4091653367607583
B,0.61,A2,0.46597982724521564,0.4587550210767531,0.4719292985261344
B,0.61,A3,0.5549031684188235,0.540202941055262,0.5662133504467822
B,0.61,A4,0.3864781997273239,0.37514274992025826,0.3958304421057834
B,0.61,A5,0.33173276021375014,0.3224605349306288,0.3395242407513022
B,0.62,A1,0.4033495902931835,0.3945395809711309,0.40936719294132234
B,0.62,A2,0.4669253308940796,0.45970581142507294,0.4728766814685264
B,0.62,A3,0.554548296118736,0.539870313925291,0.5658540126871124
B,0.62,A4,0.386091478916442,0.37475557948431565,0.3954378196372662
B,0.62,A5,0.33143662287979486,0.32215880905630023,0.33923150503746413
B,0.63,A1,0.4035581902911415,0.3947555147211408,0.40956904912188646
B,0.63,A2,0.4678708345429436,0.46065660177339296,0.4738240644109184
B,0.63,A3,0.5541934238186486,0.5395376867953199,0.5654946749274423
B,0.63,A4,0.38570475810556004,0.3743684090483731,0.395045197168749
B,0.63,A5,0.3311404855458395,0.3218570831819717,0.33893876932362593
B,0.64,A1,0.4037667902890994,0.39497144847115057,0.4097709053024506
B,0.64,A2,0.46881633819180757,0.461607392121713,0.4747714473533104
B,0.64,A3,0.5538385515185613,0.539205059665349,0.5651353371677723
B,0.64,A4,0.3853180372946783,0.37398123861243054,0.3946525747002318
B,0.64,A5,0.3308443482118843,0.3215553573076432,0.33864603360978784
B,0.65,A1,0.40397539028705737,0.3951873822211604,0.40997276148301465
B,0.65,A2,0.4697618418406716,0.46255818247003305,0.47571883029570233
B,0.65,A3,0.553483679218474,0.5388724325353779,0.5647759994081023
B,0.65,A4,0.38493131648379636,0.37359406817648794,0.3942599522317145
B,0.65,A5,0.3305482108779289,0.32125363143331453,0.33835329789594965
B,0.66,A1,0.40418399028501534,0.3954033159711702,0.4101746176635787
B,0.66,A2,0.47070734548953563,0.463508972818353,0.4766662132380943
B,0.66,A3,0.5531288069183866,0.5385398054054069,0.5644166616484322
B,0.66,A4,0.3845445956729145,0.3732068977405453,0.3938673297631974
B,0.66,A5,0.3302520735439736,0.320951905558986,0.3380605621821115
B,0.67,A1,0.40439259028297336,0.39561924972117996,0.41037647384414283
B,0.67,A2,0.47165284913839955,0.464459763166673,0.47761359618048627
B,0.67,A3,0.5527739346182993,0.538207178275436,0.5640573238887623
B,0.67,A4,0.3841578748620327,0.3728197273046027,0.3934747072946802
B,0.67,A5,0.3299559362100183,0.32065017968465737,0.33776782646827336
B,0.68,A1,0.40460119028093133,0.39583518347118973,0.41057833002470706
B,0.68,A2,0.4725983527872635,0.4654105535149929,0.47856097912287815
B,0.68,A3,0.5524190623182118,0.5378745511454649,0.5636979861290923
B,0.68,A4,0.3837711540511508,0.3724325568686601,0.393082084826163
B,0.68,A5,0.32965979887606306,0.3203484538103289,0.3374750907544352
B,0.6900000000000001,A1,0.4048097902788893,0.39605111722119957,0.4107801862052711
B,0.6900000000000001,A2,0.4735438564361275,0.46636134386331296,0.4795083620652702
B,0.6900000000000001,A3,0.5520641900181245,0.5375419240154938,0.5633386483694223
B,0.6900000000000001,A4,0.3833844332402689,0.3720453864327176,0.3926894623576458
B,0.6900000000000001,A5,0.3293636615421077,0.32004672793600025,0.3371823550405971
B,0.7000000000000001,A1,0.4050183902768473,0.39626705097120934,0.41098204238583524
B,0.7000000000000001,A2,0.4744893600849916,0.4673121342116329,0.4804557450076622
B,0.7000000000000001,A3,0.5517093177180371,0.537209296885523,0.5629793106097521
B,0.7000000000000001,A4,0.382997712429387,0.371658215996775,0.39229683988912856
B,0.7000000000000001,A5,0.32906752420815244,0.3197450020616718,0.3368896193267589
B,0.71,A1,0.4052269902748052,0.3964829847212191,0.41118389856639925
B,0.71,A2,0.4754348637338555,0.46826292455995294,0.48140312795005413
B,0.71,A3,0.5513544454179499,0.5368766697555518,0.5626199728500823
B,0.71,A4,0.38261099161850515,0.3712710455608324,0.3919042174206114
B,0.71,A5,0.3287713868741971,0.31944327618734325,0.33659688361292084
B,0.72,A1,0.40543559027276316,0.39669891847122907,0.4113857547469635
B,0.72,A2,0.4763803673827194,0.46921371490827285,0.48235051089244607
B,0.72,A3,0.5509995731178624,0.5365440426255808,0.5622606350904121
B,0.72,A4,0.38222427080762333,0.3708838751248898,0.39151159495209414
B,0.72,A5,0.3284752495402418,0.31914155031301467,0.3363041478990826
B,0.73,A1,0.4056441902707212,0.3969148522212388,0.41158761092752744
B,0.73,A2,0.47732587103158347,0.470164505256593,0.48329789383483807
B,0.73,A3,0.5506447008177752,0.5362114154956098,0.5619012973307422
B,0.73,A4,0.38183754999674135,0.3704967046889472,0.3911189724835771
B,0.73,A5,0.3281791122062865,0.31883982443868614,0.3360114121852445
B,0.74,A1,0.40585279026867915,0.39713078597124857,0.41178946710809167
B,0.74,A2,0.47827137468044745,0.47111529560491283,0.48424527677723
B,0.74,A3,0.5502898285176877,0.5358787883656387,0.5615419595710722
B,0.74,A4,0.38145082918585954,0.37010953425300464,0.3907263500150598
B,0.74,A5,0.3278829748723313,0.31853809856435755,0.3357186764714063
B,0.75,A1,0.4060613902666372,0.3973467197212584,0.4119913232886558
B,0.75,A2,0.4792168783293115,0.47206608595323285,0.485192659719622
B,0.75,A3,0.5499349562176004,0.5355461612356678,0.5611826218114022
B,0.75,A4,0.3810641083749776,0.3697223638170619,0.39033372754654255
B,0.75,A5,0.32758683753837586,0.318236372690029,0.33542594075756815
B,0.76,A1,0.406269990264595,0.3975626534712681,0.4121931794692198
B,0.76,A2,0.4801623819781755,0.47301687630155287,0.486140042662014
B,0.76,A3,0.5495800839175129,0.5352135341056967,0.5608232840517322
B,0.76,A4,0.38067738756409575,0.3693351933811194,0.38994110507802543
B,0.76,A5,0.3272907002044206,0.3179346468157005,0.33513320504373
B,0.77,A1,0.406478590262553,0.39777858722127796,0.41239503564978386
B,0.77,A2,0.48110788562703943,0.4739676666498729,0.4870874256044059
B,0.77,A3,0.5492252116174257,0.5348809069757257,0.5604639462920621
B,0.77,A4,0.38029066675321394,0.36894802294517687,0.38954848260950814
B,0.77,A5,0.3269945628704653,0.31763292094137185,0.3348404693298919
B,0.78,A1,0.40668719026051103,0.39799452097128774,0.41259689183034803
B,0.78,A2,0.4820533892759034,0.4749184569981928,0.48803480854679787
B,0.78,A3,0.5488703393173383,0.5345482798457547,0.5601046085323922
B,0.78,A4,0.379903945942332,0.36856085250923426,0.38915586014099096
B,0.78,A5,0.32669842553650996,0.31733119506704327,0.3345477336160538
B,0.79,A1,0.406895790258469,0.3982104547212975,0.4127987480109122
B,0.79,A2,0.4829988929247674,0.47586924734651276,0.4889821914891898
B,0.79,A3,0.5485154670172508,0.5342156527157838,0.5597452707727221
B,0.79,A4,0.37951722513145003,0.3681736820732917,0.3887632376724738
B,0.79,A5,0.32640228820255474,0.3170294691927148,0.33425499790221563
B,0.8,A1,0.40710439025642686,0.39842638847130735,0.41300060419147633
B,0.8,A2,0.4839443965736314,0.4768200376948328,0.48992957443158186
B,0.8,A3,0.5481605947171635,0.5338830255858128,0.5593859330130521
B,0.8,A4,0.3791305043205682,0.3677865116373491,0.38837061520395655
B,0.8,A5,0.32610615086859945,0.3167277433183862,0.33396226218837743
B,0.81,A1,0.4073129902543849,0.3986423222213172,0.4132024603720404
B,0.81,A2,0.48488990022249545,0.4777708280431529,0.49087695737397385
B,0.81,A3,0.5478057224170761,0.5335503984558417,0.559026595253382
B,0.81,A4,0.37874378350968635,0.3673993412014065,0.38797799273543937
B,0.81,A5,0.3258100135346441,0.3164260174440577,0.3336695264745393
B,0.8200000000000001,A1,0.40752159025234286,0.39885825597132696,0.41340431655260446
B,0.8200000000000001,A2,0.4858354038713593,0.47872161839147276,0.49182434031636574
B,0.8200000000000001,A3,0.5474508501169889,0.5332177713258707,0.558667257493712
B,0.8200000000000001,A4,0.37835706269880454,0.36701217076546394,0.38758537026692214
B,0.8200000000000001,A5,0.3255138762006888,0.31612429156972915,0.33337679076070115
B,0.8300000000000001,A1,0.4077301902503009,0.3990741897213367,0.4136061727331686
B,0.8300000000000001,A2,0.48678090752022335,0.47967240873979283,0.49277172325875773
B,0.8300000000000001,A3,0.5470959778169014,0.5328851441958997,0.558307919734042
B,0.8300000000000001,A4,0.37797034188792256,0.36662500032952133,0.3871927477984049
B,0.8300000000000001,A5,0.3252177388667335,0.31582256569540057,0.333084055046863
B,0.84,A1,0.40793879024825885,0.3992901234713465,0.41380802891373275
B,0.84,A2,0.48772641116908744,0.4806231990881128,0.4937191062011497
B,0.84,A3,0.5467411055168142,0.5325525170659287,0.5579485819743721
B,0.84,A4,0.37758362107704074,0.3662378298935788,0.3868001253298878
B,0.84,A5,0.3249216015327782,0.315520839821072,0.33279131933302486
B,0.85,A1,0.4081473902462168,0.39950605722135624,0.41400988509429676
B,0.85,A2,0.48867191481795136,0.48157398943643276,0.49466648914354167
B,0.85,A3,0.5463862332167267,0.5322198899359576,0.5575892442147021
B,0.85,A4,0.3771969002661589,0.36585065945763623,0.38640750286137066
B,0.85,A5,0.3246254641988229,0.31521911394674346,0.3324985836191867
B,0.86,A1,0.40835599024417474,0.39972199097136607,0.4142117412748609
B,0.86,A2,0.4896174184668154,0.4825247797847527,0.4956138720859336
B,0.86,A3,0.5460313609166393,0.5318872628059865,0.5572299064550319
B,0.86,A4,0.3768101794552769,0.36546348902169357,0.38601488039285337
B,0.86,A5,0.3243293268648676,0.31491738807241487,0.3322058479053486
B,0.87,A1,0.4085645902421328,0.39993792472137596,0.41441359745542505
B,0.87,A2,0.4905629221156793,0.48347557013307274,0.49656125502832565
B,0.87,A3,0.545676488616552,0.5315546356760156,0.556870568695362
B,0.87,A4,0.3764234586443951,0.365076318585751,0.38562225792433613
B,0.87,A5,0.3240331895309123,0.31461566219808634,0.33191311219151043
B,0.88,A1,0.40877319024009073,0.40015385847138585,0.41461545363598923
B,0.88,A2,0.4915084257645434,0.4844263604813927,0.4975086379707176
B,0.88,A3,0.5453216163164647,0.5312220085460446,0.556511230935692
B,0.88,A4,0.3760367378335133,0.3646891481498084,0.385229635455819
B,0.88,A5,0.323737052196957,0.31431393632375787,0.33162037647767223
B,0.89,A1,0.40898179023804865,0.4003697922213955,0.41481730981655324
B,0.89,A2,0.49245392941340727,0.4853771508297127,0.4984560209131096
B,0.89,A3,0.5449667440163772,0.5308893814160736,0.556151893176022
B,0.89,A4,0.3756500170226313,0.3643019777138658,0.3848370129873018
B,0.89,A5,0.32344091486300164,0.31401221044942923,0.33132764076383414
B,0.9,A1,0.4091903902360067,0.4005857259714054,0.41501916599711736
B,0.9,A2,0.49339943306227135,0.4863279411780327,0.49940340385550147
B,0.9,A3,0.5446118717162899,0.5305567542861026,0.5557925554163519
B,0.9,A4,0.3752632962117496,0.3639148072779233,0.38444439051878454
B,0.9,A5,0.3231447775290464,0.3137104845751007,0.33103490504999605
B,0.91,A1,0.40939899023396464,0.4008016597214151,0.41522102217768153
B,0.91,A2,0.4943449367111354,0.4872787315263528,0.5003507867978935
B,0.91,A3,0.5442569994162026,0.5302241271561315,0.555433217656682
B,0.91,A4,0.37487657540086755,0.3635276368419807,0.3840517680502674
B,0.91,A5,0.3228486401950911,0.3134087587007722,0.3307421693361579
B,0.92,A1,0.40960759023192256,0.40101759347142496,0.41542287835824554
B,0.92,A2,0.4952904403599993,0.4882295218746726,0.5012981697402854
B,0.92,A3,0.5439021271161153,0.5298915000261605,0.5550738798970118
B,0.92,A4,0.37448985458998574,0.3631404664060381,0.38365914558175024
B,0.92,A5,0.32255250286113574,0.3131070328264436,0.3304494336223197
B,0.93,A1,0.4098161902298806,0.4012335272214347,0.4156247345388097
B,0.93,A2,0.49623594400886334,0.48918031222299274,0.5022455526826775
B,0.93,A3,0.543547254816028,0.5295588728961895,0.554714542137342
B,0.93,A4,0.37410313377910387,0.3627532959700954,0.3832665231132329
B,0.93,A5,0.32225636552718057,0.312805306952115,0.33015669790848157
B,0.9400000000000001,A1,0.4100247902278385,0.40144946097144446,0.4158265907193737
B,0.9400000000000001,A2,0.4971814476577273,0.4901311025713126,0.5031929356250694
B,0.9400000000000001,A3,0.5431923825159405,0.5292262457662184,0.5543552043776719
B,0.9400000000000001,A4,0.373716412968222,0.36236612553415287,0.38287390064471577
B,0.9400000000000001,A5,0.3219602281932251,0.3125035810777865,0.32986396219464337
B,0.9500000000000001,A1,0.4102333902257966,0.40166539472145435,0.4160284468999379
B,0.9500000000000001,A2,0.49812695130659124,0.4910818929196327,0.5041403185674613
B,0.9500000000000001,A3,0.5428375102158531,0.5288936186362475,0.5539958666180017
B,0.9500000000000001,A4,0.3733296921573401,0.36197895509821026,0.38248127817619854
B,0.9500000000000001,A5,0.32166409085926984,0.31220185520345795,0.3295712264808052
B,0.96,A1,0.4104419902237545,0.4018813284714641,0.4162303030805019
B,0.96,A2,0.4990724549554552,0.4920326832679527,0.5050877015098534
B,0.96,A3,0.5424826379157657,0.5285609915062764,0.553636528858332
B,0.96,A4,0.3729429713464583,0.3615917846622678,0.38208865570768136
B,0.96,A5,0.32136795352531455,0.31190012932912936,0.3292784907669671
B,0.97,A1,0.41065059022171246,0.40209726222147396,0.41643215926106614
B,0.97,A2,0.5000179586043192,0.49298347361627265,0.5060350844522452
B,0.97,A3,0.5421277656156783,0.5282283643763055,0.5532771910986618
B,0.97,A4,0.3725562505355763,0.36120461422632516,0.3816960332391642
B,0.97,A5,0.3210718161913592,0.31159840345480083,0.32898575505312894
B,0.98,A1,0.4108591902196704,0.40231319597148374,0.4166340154416302
B,0.98,A2,0.5009634622531833,0.49393426396459256,0.5069824673946373
B,0.98,A3,0.541772893315591,0.5278957372463344,0.5529178533389919
B,0.98,A4,0.37216952972469447,0.3608174437903825,0.38130341077064694
B,0.98,A5,0.32077567885740393,0.3112966775804722,0.3286930193392908
B,0.99,A1,0.4110677902176284,0.4025291297214935,0.4168358716221944
B,0.99,A2,0.5019089659020473,0.4948850543129126,0.5079298503370292
B,0.99,A3,0.5414180210155036,0.5275631101163634,0.5525585155793218
B,0.99,A4,0.37178280891381266,0.36043027335443995,0.3809107883021298
B,0.99,A5,0.32047954152344876,0.3109949517061437,0.32840028362545265
B,1.0,A1,0.4112763902155863,0.40274506347150335,0.4170377278027585
B,1.0,A2,0.5028544695509111,0.49583584466123254,0.5088772332794211
B,1.0,A3,0.5410631487154163,0.5272304829863924,0.5521991778196518
B,1.0,A4,0.3713960881029307,0.3600431029184974,0.38051816583361253
B,1.0,A5,0.32018340418949337,0.3106932258318151,0.32810754791161445
